"Archivo","Plantilla","Rubro","Categoría","Productos/Servicios"
"Alimentos y Bebidas/01-dashboard-financiero-Bodega.xlsx","Dashboard Financiero","Bodega","Alimentos y Bebidas","Arroz 5kg | Aceite 1L | Azúcar 1kg | Fideos 800g | Atún lata | Leche evaporada | Gaseosa 1.5L | Pan ciabatta"
"Entretenimiento/07-analisis-kpis-Hotel.xlsx","Análisis de KPIs","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/08-control-gastos-Hotel.xlsx","Control de Gastos","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/09-planilla-personal-Hotel.xlsx","Planilla de Personal","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/10-cuentas-por-cobrar-Hotel.xlsx","Cuentas por Cobrar","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/11-caja-diaria-Hotel.xlsx","Caja Diaria","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/12-compras-proveedores-Hotel.xlsx","Compras y Proveedores","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/13-balance-general-Hotel.xlsx","Balance General","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/14-estado-resultados-Hotel.xlsx","Estado de Resultados","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/15-flujo-efectivo-indirecto-Hotel.xlsx","Flujo de Efectivo Indirecto","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/16-conciliacion-bancaria-Hotel.xlsx","Conciliación Bancaria","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/17-libro-diario-Hotel.xlsx","Libro Diario y Mayor","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/18-ratios-financieros-Hotel.xlsx","Ratios Financieros","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/19-control-tributario-Hotel.xlsx","Control Tributario","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/20-presupuesto-centros-costo-Hotel.xlsx","Presupuesto Centros de Costo","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/21-activos-fijos-Hotel.xlsx","Activos Fijos y Depreciación","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/22-punto-equilibrio-Hotel.xlsx","Punto de Equilibrio","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/23-estados-comparativos-Hotel.xlsx","Estados Comparativos 3 Años","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/24-costeo-ordenes-Hotel.xlsx","Costeo porÓrdenes de Trabajo","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/25-calculadora-cts-Hotel.xlsx","Calculadora CTS","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/26-gratificaciones-Hotel.xlsx","Calculadora Gratificaciones","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/27-amortizacion-Hotel.xlsx","Cuadro de Amortización","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/28-vacaciones-Hotel.xlsx","Calculadora Vacaciones","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/29-afp-onp-Hotel.xlsx","Calculadora AFP/ONP","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/30-nomina-Hotel.xlsx","Calculadora Nómina","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/31-roi-Hotel.xlsx","Calculadora ROI","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/32-ipc-Hotel.xlsx","Calculadora IPC","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/33-endeudamiento-Hotel.xlsx","Capacidad Endeudamiento","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/34-proyeccion-flujo-Hotel.xlsx","Proyección Flujo de Caja","Hotel","Entretenimiento","Habitación simple | Habitación doble | Habitación suite | Desayuno buffet | Almuerzo buffet | Salón de eventos | Sala de reuniones | Late check-out"
"Entretenimiento/01-dashboard-financiero-Cine y Entretenimiento.xlsx","Dashboard Financiero","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/02-control-ventas-Cine y Entretenimiento.xlsx","Control de Ventas","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/03-inventario-Cine y Entretenimiento.xlsx","Control de Inventario","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/04-presupuesto-anual-Cine y Entretenimiento.xlsx","Presupuesto Anual","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/05-flujo-de-caja-Cine y Entretenimiento.xlsx","Flujo de Caja","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/06-gestion-proyectos-Cine y Entretenimiento.xlsx","Gestión de Proyectos","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/07-analisis-kpis-Cine y Entretenimiento.xlsx","Análisis de KPIs","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/08-control-gastos-Cine y Entretenimiento.xlsx","Control de Gastos","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/09-planilla-personal-Cine y Entretenimiento.xlsx","Planilla de Personal","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/10-cuentas-por-cobrar-Cine y Entretenimiento.xlsx","Cuentas por Cobrar","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/11-caja-diaria-Cine y Entretenimiento.xlsx","Caja Diaria","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/12-compras-proveedores-Cine y Entretenimiento.xlsx","Compras y Proveedores","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/13-balance-general-Cine y Entretenimiento.xlsx","Balance General","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/14-estado-resultados-Cine y Entretenimiento.xlsx","Estado de Resultados","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/15-flujo-efectivo-indirecto-Cine y Entretenimiento.xlsx","Flujo de Efectivo Indirecto","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/16-conciliacion-bancaria-Cine y Entretenimiento.xlsx","Conciliación Bancaria","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/17-libro-diario-Cine y Entretenimiento.xlsx","Libro Diario y Mayor","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/18-ratios-financieros-Cine y Entretenimiento.xlsx","Ratios Financieros","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/19-control-tributario-Cine y Entretenimiento.xlsx","Control Tributario","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/20-presupuesto-centros-costo-Cine y Entretenimiento.xlsx","Presupuesto Centros de Costo","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/21-activos-fijos-Cine y Entretenimiento.xlsx","Activos Fijos y Depreciación","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/22-punto-equilibrio-Cine y Entretenimiento.xlsx","Punto de Equilibrio","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/23-estados-comparativos-Cine y Entretenimiento.xlsx","Estados Comparativos 3 Años","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/24-costeo-ordenes-Cine y Entretenimiento.xlsx","Costeo porÓrdenes de Trabajo","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/25-calculadora-cts-Cine y Entretenimiento.xlsx","Calculadora CTS","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/26-gratificaciones-Cine y Entretenimiento.xlsx","Calculadora Gratificaciones","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/27-amortizacion-Cine y Entretenimiento.xlsx","Cuadro de Amortización","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/28-vacaciones-Cine y Entretenimiento.xlsx","Calculadora Vacaciones","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/29-afp-onp-Cine y Entretenimiento.xlsx","Calculadora AFP/ONP","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/30-nomina-Cine y Entretenimiento.xlsx","Calculadora Nómina","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/31-roi-Cine y Entretenimiento.xlsx","Calculadora ROI","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/32-ipc-Cine y Entretenimiento.xlsx","Calculadora IPC","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/33-endeudamiento-Cine y Entretenimiento.xlsx","Capacidad Endeudamiento","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/34-proyeccion-flujo-Cine y Entretenimiento.xlsx","Proyección Flujo de Caja","Cine y Entretenimiento","Entretenimiento","Entrada general 2D | Entrada 3D | Entrada VIP | Combo palomitas | Combo nachos | Bebidas | Cumpleaños en sala | Función privada"
"Entretenimiento/01-dashboard-financiero-Turismo y Tours.xlsx","Dashboard Financiero","Turismo y Tours","Entretenimiento","City tour | Tour de aventura | Caminata | Bicicleta por día | Kayak | Tour gastronomico | Tour de compras | Tour nocturno"
"Entretenimiento/02-control-ventas-Turismo y Tours.xlsx","Control de Ventas","Turismo y Tours","Entretenimiento","City tour | Tour de aventura | Caminata | Bicicleta por día | Kayak | Tour gastronomico | Tour de compras | Tour nocturno"
"Entretenimiento/03-inventario-Turismo y Tours.xlsx","Control de Inventario","Turismo y Tours","Entretenimiento","City tour | Tour de aventura | Caminata | Bicicleta por día | Kayak | Tour gastronomico | Tour de compras | Tour nocturno"
"Entretenimiento/04-presupuesto-anual-Turismo y Tours.xlsx","Presupuesto Anual","Turismo y Tours","Entretenimiento","City tour | Tour de aventura | Caminata | Bicicleta por día | Kayak | Tour gastronomico | Tour de compras | Tour nocturno"
